Revisions Impacted	Manufacturer	Chip	Details	Workaround	Failure	Fix Status	Core
	 NXP	 	 :    A CRC error is incorrectly asserted for a subsequent FIS after a SYNC primitive is injected inside the incoming FIS. As per the SATA specification, if a SYNCp is received, the other side should not finish the FIS (SATA specification violation). This error condition represents an extremely rare case of data or non SYNCp Primitive being corrupted to be SYNCp, and then the FIS is completed.     DescriptionJEEHEHRECONSTRUCT:    If a SYNC is inserted immediately after the first Rx Data FIS DWord (46h header), the PDMA locks up, as it expects the next DWord to be data.     Projected ImpactJEEHEHRECONSTRUCT:    The Host responds to the subsequent FIS with R_ERR. This error is handled by the system in the usual fashion. For a non-data FIS, the FIS is tried again. For data FIS, the command fails and the error should be handled by the software.    The severity is low. The probability is low.     Projected ImpactJEEHEHRECONSTRUCT:    The PDMA locks in DR_Receive_prerd state. SERR.DIAG_S bit is set, but interrupt is not generated.    The severity is low. The probability is low.    	 :    None     WorkaroundsJEEHEHRECONSTRUCT:    COMRESET after time-out.    	 11084-10    ENGcm11084-10 SATA: Injected primitive error inside FIS causes CRC error 	 :    No fix scheduled    Chip Errata for the i.MX53, Rev. 6    98    Freescale Semiconductor11084-11    ENGcm11084-11 SATA: SYNC in Rx Data FIS causes PDMA FSM lock up  Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled    Chip Errata for the i.MX53, Rev. 6    Freescale Semiconductor    99	 Cortex-A8
	 NXP	 	 :    If the P#CMD.ST bit is cleared immediately after the core enters the low power mode using aggressive power management (after the last outstanding command is finished as reported by the CI bits for non-NCQ commands or the SACT bits for NCQ commands), issuing a new command by setting P#CMD.ST and P#CI bits can cause the core to get stuck trying to wake up.     Projected ImpactJEEHEHRECONSTRUCT:    The PDMA state machine (portsm_cs) remains in PM_WakeLink state as the three pulses (two acks and one wake) generated are close to each other on the pulse synchronizer (pm_host_ack/wake) causing the synchronizer to miss the last wake pulse. The core does not process any new commands issued.    Under the normal operation, the P#CMD.ST bit is not cleared.    The severity is low. The probability is low.    	 :    Do not clear the P#CMD.ST bit when new commands are issued and the aggressive PM is enabled.    Alternatively, issue COMRESET when the command times out when this condition is detected.    	 11084-12    ENGcm11084-12 SATA: Synchronizer misses last wake pulse when CMD.ST bit is cleared in aggressive power mode    	 :    No fix scheduled    Chip Errata for the i.MX53, Rev. 6    100    Freescale Semiconductor12374	 Cortex-A8
	 NXP	 	 :    In rare cases the Secured Real Time Counter (SRTC) module can incorrectly invalidate its counters. During a power up or down sequence, the SRTC module supply source is shifted between a coin cell (NVCC_SRTC_POW) and VDDA. The signal that initiates the supply switch from NVCC_SRTC_POW to VDDA is generated based on the output of the LDO regulator which powers up when VDD_REG is applied. If VDDA is not present before VDD_REG, the logic switches to the power supply thatâs not available yet. When this occurs, the SRTC module may incorrectly report a security violation causing the data (counter and register values) to be lost.    Devices may not function properly due to incorrect toggling of the TEST_MODE input (refer to    erratum ENGcm12374). For security reasons, toggling of the TEST_MODE signal causes the register contents of the SRTC to be cleared.     Projected ImpactJEEHEHRECONSTRUCT:    â¢ The SRTC module may experience an inadvertent register reset during power up or power down events of the IC. A clock tampering security violation is incorrectly recorded in the SRTC status register.    â¢ The loss of register contents during a power cycle prevents the module from maintaining the time of day functionality.    â¢ Both the secure and non-secure operation of the SRTC module are impacted.    â¢ The SRTC module can still be used for applications that do not require the registers to be preserved over a power cycle.    Workaround:    There is no guaranteed workaround that prevents the SRTC counter reset issue from occurring.    Hence it is recommended to use an external RTC solution (PMIC or standalone RTC) to completely avoid the issue. To reduce the likelihood of the SRTC data loss issue, a modified power up/down sequence can be used:    â The NVCC_RESET supply must ramp up along with the VCC supply.    â The power up sequence must bring up the supplies in the following order: VCC => VDDA => VDD_REG    The ramping supply must be fully powered up and stable per the datasheet before ramping up the next supply in the above sequence.    The power down sequence must shut down the supplies in the following order: VCC => VDD_REG => VDDA or    VCC => VDDA => VDD_REG12SPACEJEEHEHNOTE      The above power sequences reduce the likelihood of the SRTC data loss issue, however does not guarantee that the issue can be completely avoided.    Chip Errata for the i.MX53, Rev. 6    Freescale Semiconductor    101		 12374      SRTC loses data while powering up/down    		 Cortex-A8
	 NXP	 	 :    In AC97, 16-bit mode, the Rx data is received in bits [19:4] of RxFIFO, instead of [15:0] bits.     Projected ImpactJEEHEHRECONSTRUCT:    The SDMA script should be updated accordingly to perform the shift to the right location on the fly during data transfer. If the data register is accessed directly by software, it should account for the shifted data and perform shifting to the right location.    	 :    The data should be shifted to the right location by the SDMA script or by the software in case of direct access to the register.    	 11129      SSI: In AC97, 16-bit mode, received data is shifted by four bit locations    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    The USBOH core uses the erroneous hrdata (when hresp is high) and results in the false USB    transfer at the external Interface.     Projected ImpactJEEHEHRECONSTRUCT:    False transfer of USB.    	 :    This should not happen in real system because when configured correctly, the USB should not get an error response. If it happens, then Garbage In Garbage Out.    	 11151      USB: Erroneous descriptor handling by USBOH module    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :      HS-TLL and FS-TLL are not supported. These features will be removed from the specification.     DescriptionJEEHEHRECONSTRUCT:    The USB host controller can lock up when a FIFO underrun occurs on a non-32-bit aligned data buffer. This applies to both the Host controller and the OTG controller in Host mode.     Projected ImpactJEEHEHRECONSTRUCT:    Removed support for the option of on board USB connection without transceiver.     Projected ImpactJEEHEHRECONSTRUCT:    Ethernet over USB is sensitive to trigger this issue since the data buffers in this case are usually not 32-bit aligned (in Linux).    	 :    None. Need to add transceiver for on board connection.     WorkaroundsJEEHEHRECONSTRUCT:    1. Set Stream Disable bit (SDIS) in the USBMODE register. This forces the controller to load an entire packet in the FIFO before starting to transmit on the USB bus. Hence, the FIFO never underruns. This somewhat reduces the max bandwidth of the USB since there is idle time as the controller waits for the entire packet to be loaded.    2. Instead of setting SDIS, the FIFO threshold can be increased so that more data is in the FIFO    before a packet transmit is started. This increases the tolerance to bus latency and avoids FIFO    underrun. The threshold can be increased by using higher values for the TXTHRESHOLD    filed in the TXFILLTUNING register. The default value is 2 bursts (64 bytes if burst size=8).    	 11331      USB: High Speed Transceiverless Logic interface (HS-TLL) and Full Speed Transceiverless Logic interface (FS-TLL) USB12SPACEJEEHEHinterfaces are not supported      	 :    No fix scheduled. Feature is removed from the reference manual.    Chip Errata for the i.MX53, Rev. 6    Freescale Semiconductor    10512SPACEJEEHEHERR00630812SPACEJEEHEHERR006308      USB: Host controller lock-up issue       Proposed SolutionJEEHEHRECONSTRUCT:    No fix scheduled.    Chip Errata for the i.MX53, Rev. 6    106    Freescale Semiconductor10380	 Cortex-A8
	 NXP	 	 :    There is a limitation when selecting different Huffman tables for AC/DC coefficients for the two chrominance components, Cb and Cr. The JPEG decoder design cannot handle two different Huffman tables for Cb and Cr. Cb and Cr are assumed to use the same Huffman table, which is true in most cases.     Projected ImpactJEEHEHRECONSTRUCT:    The bug occurs when the two chroma components, Cb and Cr, use different Huffman tables for AC/DC coefficients. Therefore, if Cb and Cr use the same Huffman table, this problem does not occur. Normally, JPEG streams use the same Huffman tables for Cb and Cr. It should be rare for JPEG streams to use different Huffman tables for the two chroma components.    There is a large visual quality degradation. However, in reality, the probability of using two different Huffman tables for Cb and Cr is low. As a result, the overall impact for JPEG decoding should not be significant.    	 :    None. There is no firmware workaround fix for this erratum.    	 10380      VPU: JPEG decoder does not support different AC/DC Huffman tables for Cb and Cr    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    If the CMEOR bit in CCM is not overridden, the VPU clock can be gated off automatically by the vpu_idle signals, while the VPU enters idle state. The VPU may miss generating the decoding/encoding done interrupt when the clock is automatically gated off by the vpu_idle signal.     Projected ImpactJEEHEHRECONSTRUCT:    The automatic clock gating can be disabled and replaced by software controlled clock gating with minor impact to power saving.    	 :    Do not activate the automatic clock gating and use the software implementation for VPU clock gating, instead. The VPU clock is gated on before sending a command and gated off after receiving interrupt of the command.    	 11195      VPU may miss generating encoding/decoding interrupt when automatic clock gating is activated    	 :    No fix scheduled.    Chip Errata for the i.MX53, Rev. 6    108    Freescale Semiconductor11856	 Cortex-A8
	 NXP	 	 :      Due to a memory timing problem on memories used in the i.MX53 IPU and VPU, these blocks may miscalculate incoming data for decoding. The problem occurs when the IPU and VPU are running at max frequency of 200MHz.     Projected ImpactJEEHEHRECONSTRUCT:    Some artifacts may be seen on the decoded image.    	 :    None    	 11856      IPU and VPU may present some artifacts when running at12SPACEJEEHEH200MHz      	 :    Fixed in i.MX53 revision 2.1.    Chip Errata for the i.MX53, Rev. 6    Freescale Semiconductor    109	 Cortex-A8
	 NXP	 	 :      When eSDHC3 port is used in single data rate (SDR) SD mode, it cannot meet the required setup time to operate at a maximum frequency of 50MHz. In this mode it can support up to 45MHz for SD clock frequency. In EMMC4.4 mode, the required setup time is smaller, thus there is no issue and up to 52MHz is supported.     Projected ImpactJEEHEHRECONSTRUCT:    For SD cards, which can support 50MHz clock, this frequency may not be achieved on the eSDHC3 port in SDR mode thus affecting bandwidth. Nevertheless, no issue has been reported so far using 50MHz. There is no impact on other SD ports.    Software Workaround:    Use a SD clock frequency up to 45MHz for this port when SD card is used.    Silicon Fix:    No plan to fix.    		 12290      eSDHCv3 on eSDHC3 port has setup timing issue in SD SDR12SPACEJEEHEHmode      		 Cortex-A8
	 NXP	 	 :    Occurs when a pending command which issues busy is completed. For a command with R1b response, the proper software sequence is to poll the DLA for R1b commands to determine busy state completion. The DLA polling is not working properly for the ESDHC module. This is relevant for all eSDHC ports (eSDHC1-4 ports).     Projected ImpactJEEHEHRECONSTRUCT:    DLA bit in PRSSTAT register cannot be polled to wait for busy state completion.    Software Workaround:    Updated block guide to reflect that DLA is not applicable to detect busy state, instead, should poll bit 24 in PRSSTAT register (DLSL[0] bit) to check that wait busy state is over.    Silicon Fix:    No plan to fix.    		 12360      eSDHC AutoCMD12 and R1b polling problem    		 Cortex-A8
	 NXP	 	 :    The 256-bit SCC fuse (SCC_KEY[255:0]) has been programmed with the same value across i.MX53 devices. The SCC key should be unique per device, to ensure that data encrypted with one i.MX53 cannot be decrypted by another i.MX53.     Projected ImpactJEEHEHRECONSTRUCT:    A non-unique SCC_KEY means that the binding of the encrypted data to the IC is no longer unique to that IC. This affects the secure off-chip key storage functionality. Secure off-chip key storage may be used to protect data that is persistent in nature. Secure off-chip key storage is only enabled when the IC has been booted using the secure functionality. If the IC is not securely booted then secure off-chip key storage is not an available feature and thus the IC is not affected by this erratum.    Software Workaround:    None.    Silicon Fix:    No silicon fix required. The unique SCC_Key has been implemented.    Contact factory for additional information.    Chip Errata for the i.MX53, Rev. 6    112    Freescale Semiconductor12363		 12354      SCC key fusing with a non-unique value    		 Cortex-A8
	 NXP	 	 :    In the event that an uncorrectable ECC error occurs while reading Main/Main+Spare from the NAND device, then all spare read operations would fail until the next successful Main/Main+Spare read operation.     Projected ImpactJEEHEHRECONSTRUCT:    The NFC wrongly indicates ECC error.    Software Workaround:    Read main or main+spare after first uncorrectable error.    Silicon Fix:    No hardware fix scheduled. This issue will be addressed in the next BSP release.    		 12363      NFC wrong indication of ECC uncorrectable error occurrence after reading the spare area    		 Cortex-A8
	 NXP	 	 :    The DDR2 JEDEC standard requires the DDR clock (SDCLK) to start toggling at least 200 Î¼S    before the clock enable (SDCKE) signal rise. For DDR3, the minimum time is 500 Î¼S. In the ESDCTLv2 IP implementation, the actual number that is counted is actually a half CKIL cycle less than described in the eSDCTL chapter in i.MX53 RM. Thus, when programming the recommended value in SDE_to_RST field, the result is a half CKIL cycle less than expected, thus violating the above JEDEC requirement. Note that CKIL is a 32 KHz clock.    Impact:    So far, no issue has been seen.    Software Workaround:    For DDR2, in the RST_to_CKE field (ESDCTL_ESDOR[5:0]), program a value of 10 h, to toggle SDCLK at least 7 CKIL cycles before SDCKE assertion. For DDR3, program a value of 23 h to toggle SDCLK at least 33 CKIL cycles before SDCKE assertion.    Silicon Fix:    No hardware fix is required. The i.MX53 RM and the BSP will be updated accordingly.    Chip Errata for the i.MX53, Rev. 6    114    Freescale Semiconductor12379		 12377      ESDCTLv2 might fail to wait the minimal time between DDR clk    & clk enable    		 Cortex-A8
	 NXP	 	 :    When the AUS bit is set, the address lines of the EIM are un-shifted. By default, AUS bit is cleared and address lines are shifted according to port size (8, 16 or 32 bits). Due to an error the address bits 27:24 are shifted when AUS=1. For example, CPU address: 0xBD00_0000 ([A27:20]=1101    0000 becomes: 0xB600_0000 ([A27:20]=0110 0000) on the EIM bus. Since A[27:25] is shifted to    [A26:24] and A[23:0] is not shifted. As a result A[24] is missed.    Impact:    If the memory used does not exceed 32 MB, there is no impact.    This mode is related to a unique memory configuration that is not often used. Most systems can work in the default mode (AUS=0). Board designers should connect the EIM address bus without a shift (for example, A0âA0 and A1âA1), while working in AUS=0 mode.    Software Workaround:    â¢ Use the AUS = 0 mode (default) while connecting the address signals without a shift (for example, A0âA0 and A1âA1).    â¢ For AUS=1, for devices larger than 32 MB, need to build a memory map that takes this shifting into consideration and does not include A[24] line.    Silicon Fix:    No hardware fix is scheduled.    		 12379      EIM: AUS mode is non functional for devices larger than 32MB    		 Cortex-A8
	 NXP	 	 :    When the TIEN bit is set to low, the ESAI transmitter may misalign the data with the desired channels, regardless of the number of pre-loaded data written to ETDR register. As a result, the audio may be transmitted to the wrong channel, causing a channel mismatch. In case of two channels, the channels could be swapped. If TIEN bit is set to high, and the number of pre-loaded data is equal to the number of channels, the data will be sent to the correct channel.     Projected ImpactJEEHEHRECONSTRUCT:    The audio may be transmitted to the wrong channel when TIEN=0.    Workaround:    Set TIEN bit, and write the proper initial words to ETDR register.12SPACEJEEHEH		 12385      ESAI: Channel misalignment may happen in ESAI transmitter data stream when TIEN bit is zero    		 Cortex-A8
	 NXP	 	 :    The operation of the Embedded Trace Buffer (ETB) is not guaranteed at 1.2 GHz. This issue does not occur on most i.MX53 parts.     Projected ImpactJEEHEHRECONSTRUCT:    In some cases, the ETB cannot be used at above 1 GHz, by using the default ARM voltage settings.    Workaround:    â¢ Increase the ARM voltage during debug at 1.2 GHz, maintaining the voltage limits specified in the datasheet.    â¢ Perform the debug at 1 GHz instead of at 1.2 GHz.    Silicon Fix:    No fix scheduled.    Chip Errata for the i.MX53, Rev. 6    Freescale Semiconductor    117		 12386      ETB may not function properly at 1.2GHz    		 Cortex-A8
	 NXP	 	 :    Unaligned access to AIPS can be driven high by SAHARA, DAP, and FEC. If they access the AIPS    internal registers during an unaligned access, an ABORT occurs.     Projected ImpactJEEHEHRECONSTRUCT:    Unaligned accesses to the AIPS internal registers fail.    	 :    Make only aligned accesses to the AIPS internal registers.    	 07298    ENGcm07298    AIPS: Unaligned access causes abort on writes to the internal registers    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    If a sequence of load and store operations are performed to different address locations in a memory region that is marked as shared device, then a load can incorrectly bypass a store.    The issue is reported by ARM, erratum ID 709718, Category 21.     Projected ImpactJEEHEHRECONSTRUCT:    If the load address and store address are mapped to access the memory region of the same device, and the device relies on memory operations to occur in program order, then this device may not operate as intended.    	 :    The erratum occurs only for the shared device memory regions and not for the non-shared device memory regions. Therefore, this problem can be worked around by using the remap registers to remap all the shared device transactions to the non-shared device. The only difference between the shared device and the non-shared device is the attributes produced for the transaction on the AXI interface. Therefore, the user does not experience any impact in terms of performance from this workaround.    Another possible use of the TEX remap is to map the shared device regions to the strongly ordered transactions. This second remapping option is less desirable as it affects the performance, as strongly ordered transactions are not buffered.    The following code sequence is required to setup and enable the TEX remap. This should be done before enabling the MMU.    ; Setup PRRR so device is always mapped to non-shared    MRC p15, 0, r0, c10, c2, 0; Read Primary Region Remap Register BIC r0,#3<<16    MCR p15, 0, r0, c10, c2, 0; Write Primary Region Remap Register    ; Enable TEX remap    MRC p15, 0, r0, c1, c0, 0; Read Control Register    ORR r0,r0,#1<<28    MCR p15, 0, r0, c1, c0, 0; Write Control Register    Another valid workaround is to place a data memory barrier (DMB) between all the memory    accesses to the device regions, where ordering is required between a store and a subsequent load to    a different physical address.    	 09830    ENGcm09830    ARM: Load and Store operations on the shared device memory regions may not complete in program order    	 :    No fix scheduled    1. Category 2 defined as: Behavior that contravenes the specified behavior and that can limit or severely impair the intended use of specified features, but does not render the product unusable in all or the majority of applications.    Chip Errata for the i.MX51, Rev. 5    12    Freescale Semiconductor09830    	 Cortex-A8
	 NXP	 	 :    Under certain conditions, a sequence of instructions where an MCR instruction that writes a CP15    register is closely followed by an MRC that reads the same register, are executed such that the RAW    hazard is not detected and the MRC reads the old value of the register. This scenario can only occur for accesses to one of the following four CP15 registers:    â¢ CacheSizeSelection Register    â¢ Thread and ProcessID user read/write    â¢ Thread and ProcessID user read only    â¢ Thread and ProcessID privilege only    These registers are both readable and writable and have been optimized to execute in a single cycle.    Furthermore, this scenario occurs only when a specific sequence of instructions is executed between the MCR and the MRC. The sequence must meet two criteria:    â¢ It must take less than three cycles to execute    â¢ It must have one of the instructions in the following list:    â ARM PLD with [Rn, -Rm, <shift>] addressing mode    â ARM or Thumb PLD with [Rn, Rm,<shift>] addressing mode (unless it is LSL #0 or LSL #2)    â Thumb or ThumbEE load/store instruction with [Rn, Rm,<shift>] addressing mode (unless it is LSL #0 or LSL #2)    â Thumb TBB instruction    The issue is reported by ARM, erratum ID 588115, Category 31.     Projected ImpactJEEHEHRECONSTRUCT:    If this erratum is encountered, the old stale value of the register is read rather than the newly written value, in which case the system software may appear to behave incorrectly. However, the usage model for such a software sequence is unclear, and hence the likelihood of encountering it in practice is very low, especially considering the requirement of the second unrelated instruction that must also fall between the MCR and the MRC.    	 :    If a workaround for this erratum is desired, there are two options. The first simple option is to add a NOP immediately following the MCR register write in any case where encountering this erratum may be a concern. By adding a single NOP, the minimum required cycle window is guaranteed and the erratum does not occur.    The second option is to set bit 16 in the CP15 Auxiliary Control Register. This causes a pipeline flush on every write to the CP15 register and ensures that the RAW hazard condition does not occur.    1. Category 3 defined as: Behavior that is not the originally intended behavior but should not cause any problems in applications.    Chip Errata for the i.MX51, Rev. 5    14    Freescale Semiconductor07788    The second workaround has the advantage of requiring just one change to the CPU configuration that can be done statically. The disadvantage is that it has some impact on the performance of write updates to CP15 registers that would not otherwise require a pipeline flush. This second workaround can be implemented using the following code sequence to be executed in the Secure state:    MRC p15, 0, R1, c1, c0, 1    ; read Aux Ctl Register    ORR R1, R1 #(1 << 16)    ; set bit 16 to 1    MCR p15, 0, R1, c1, c0, 1    ; write Aux Ctl Register    	 07788    ENGcm07788    ARM: A RAW hazard on certain CP15 registers can result in a stale register read    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    All memory transactions performed as part of a tablewalk should be considered Privileged, even in the User mode. However, Cortex-A8 incorrectly marks memory transactions generated from tablewalks performed in User mode as the user transactions on the AXI bus. This indication is given by the ARPROT[0] signal, which is set to zero during the transaction.    The conditions are as follows:    â¢ Cortex-A8 must be in user mode    â¢ A memory transaction (instruction or data) misses in the TLB and causes a tablewalk    â¢ The address for the page table entry is not found in the L2 cache, resulting in an external memory request    â¢ This erratum occurs when APROT[0] incorrectly indicates a user transaction for this memory request on the AXI bus.    The issue is reported by ARM, erratum ID 488063.     Projected ImpactJEEHEHRECONSTRUCT:    As the values broadcast on ARPROT[0] are completely transparent to the software, the implications for this erratum are only on a specific subset of the processor systems, specifically for a system that includes some form of system level memory protection unit, that uses the ARPROT    bits to determine if a memory request can be allowed. For any system that does include such a unit, that unit may report false errors on page table accesses due to this erratum.    	 :    As the processor directly does not make use of ARPROT[0], any workaround would be specific to the device that makes use of the values broadcast on ARPROT[0]. The most likely usage would be some form of system memory protection unit. If such protection unit exists, it may need to filter out any access to the page tables from the address space that is protected to operate properly. This implies that the external protection unit cannot provide additional protection for the page tables.    For example, the page table cannot be inserted in a Secure RAM which cannot be accessed in User mode, as in this case, an additional protection is added beside the MMU. Alternatively, the CSU    can be configured to transform User access to Privileged on addresses used by PAGE TABLE.    	 04786    ENGcm04786    ARM: ARPROT[0] is incorrectly set to indicate a USER    transaction for memory accesses generated from user    tablewalks    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    ARMv7 architecture specifies that the CSSELR should be banked between Secure and Non-secure states. Cortex-A8 does not currently bank this register.    The conditions are as follows:    â¢ The system should have an active process in secure state and an active process in non-secure state at the same time.    â¢ The system should perform cache maintenance operations in both secure and non-secure processes.    The issue is reported by ARM, erratum ID 485963, Category 21.     DescriptionJEEHEHRECONSTRUCT:    When a Clean to Point of Coherency (PoC) by MVA operation is performed, or the Preload Engine is programmed to clean a region of memory from the L2 cache, a cache line from that region can be corrupted with a stale copy of memory, and a memory store operation is lost.    The conditions are as follows:    â¢ A Cache Clean by MVA to the PoC instruction is executed to clean cache line A, or the preload engine is configured to clean a memory region which includes cache line A. Either of the operations result in the placement of cache line A into a victim buffer for writeback to external memory. It also keeps the line still valid in the L2 cache.    â¢ A memory store operation is performed to the same cache line A that is evicted by the cache clean operation. This operation results in a modification of cache line A in the L2 cache (but not to the copy of the line that may still remain in the victim buffer if memory response is slow).    â¢ A cache eviction is done of cache line A due to an unrelated memory request to load cache line B. The modified copy of cache line A is placed in a victim buffer. At this point, the two victim buffers may contain two different versions of cache line A. As each victim buffer uses a different AXI ID and arbitrates independently for the AXI bus, there is no guarantee for the order in which the memory updates occur, and the store operation may be overwritten by the cache clean operation, leaving the external memory with stale contents.    The issue is reported by ARM, erratum ID 586323, Category 21.     Projected ImpactJEEHEHRECONSTRUCT:    A cache cleaning sequence that reads the CSSELR may not work as expected. The published sequence for cleaning the entire cache (see ARM Architecture Reference Manual) includes setting the CSSELR followed by a read from the selected Cache Size ID register (CCSIDR). If the non-secure side executes this sequence, and is encountered by a secure interrupt between the setting of the CSSELR and the reading of the selected CCSIDR, then there is a possibility that the secure side may also use the CSSELR. On returning to the non-secure side, the CSSELR value may have changed, which makes the cache cleaning sequence to malfunction. Similarly, a non-secure interrupt can cause a secure cache cleaning sequence to malfunction.     Projected ImpactJEEHEHRECONSTRUCT:    If the operation sequence occurs as described above, one or more store operations are lost, resulting in incorrect program behavior. This can occur for any application which either uses the preload engine to clean a memory region, or uses Clean by MVA to PoC maintenance operations to clean a region of memory.    	 :    When transitioning security state, the secure monitor software should save the current CSSELR    value (corresponding to the security state the processor is transitioning out of) and restore the previously saved CSSELR value (corresponding to the security state the processor is transitioning into).     WorkaroundsJEEHEHRECONSTRUCT:    There are two feasible workarounds that can be used for this erratum. The first workaround is to place a DMB or DSB barrier at the end of each cache clean routine or preload engine memory clean sequence. This barrier operation ensures that the cleaned line goes out and is seen by main memory before the store is executed and therefore guarantees that the clean is done correctly and memory contains the correct final value.    This workaround is consistent with the ARM recommended practice for ending the maintenance routine. The above workaround is convenient to implement and should work for all expected usage models. However, there is still the possibility that an interrupt can be taken during the clean routine, and the interrupt handler can perform a store operation to the line just cleaned, allowing for the scenario which can lead to the erratum.    1. Category 2 defined as: Behavior that contravenes the specified behavior and that can limit or severely impair the intended use of specified features, but does not render the product unusable in all or the majority of applications.    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    19	 04785    ENGcm04785    ARM: C15 Cache Selection Register (CSSELR) is not banked    	 :    No fix scheduled    	 Cortex-A8
	 NXP	 	 :    If a non-cacheable memory request is subsequently followed by any cache maintenance operation done by MVA, then the memory can be corrupted.    The conditions are as follows:    â¢ The L1 data cache must be of size 32 Kbyte    â¢ The L1 data cache hardware alias checks are enabled (the L1ALIAS bit in the Auxiliary Control Register is set to 0)    â¢ The virtual memory management used by the operating system does not follow the page coloring guidelines and allows virtual to physical address alias cases to exist on bit 12 of the address    â¢ A non-cacheable memory request to normal, device, or strongly ordered memory is subsequently followed by a cache maintenance operation done by MVA without any cacheable memory operations executed in between. The non-cacheable memory request can be fully executed, or can be a speculative instruction in the branch shadow that subsequently is flushed.    When the above conditions are met and the cache maintenance operation is performed to generate a hash alias scenario on its cache lookup, memory corruption or a false parity error can occur.    The issue is reported by ARM, erratum ID 586324, Category 21.     Projected ImpactJEEHEHRECONSTRUCT:    If the operation sequence occurs as described above, then memory can be corrupted or a false parity error can be generated. In addition, even if the workaround as described below is implemented, it is possible that a nonsecure maintenance operation could result in the invalidation of a secure memory location. Therefore, this could possibly be viewed as an avenue for a security attack.    However, the contents of secure memory cannot be viewed as a direct result of this erratum and the lack of consistent repeatability makes it very difficult for the user to make use of this erratum as a security attack.    	 :    If full PIPT caching support is not required by the operating system, or the processor includes a 16 Kbyte L1 data cache, then no workaround is required. If alias conditions can occur, then the workaround is to guarantee that a cache maintenance operation is not immediately preceded by a non-cacheable memory request. This is guaranteed by initiating every cache maintenance by MVA routine with a cacheable load or store request immediately preceding the main loop and ending with a DSB barrier operation at the end of the loop. The load or store that precedes the loop can be done to any cacheable memory location. In addition, both interrupts and aborts should be masked during the cache maintenance routine. Interrupt masking is required to prevent a non-cacheable memory request, either fully executed or in a branch shadow, from initiating the sequence that can 1. Category 2 defined as: Behavior that contravenes the specified behavior and that can limit or severely impair the intended use of specified features, but does not render the product unusable in all or the majority of applications.    Chip Errata for the i.MX51, Rev. 5    Freescale Semiconductor    21	 07784    Another workaround that avoids even the case mentioned above, is to convert all Clean by MVA to PoC operations to Clean and Invalidate by MVA to PoC as described in the code sequence as follows:    â¢ Replace all uses of: MCR p15, 0, <Rn>, c7, c10, 1;    â¢ Clean Data cache line by MVA to PoC with this instruction: MCR p15, 0, <Rn>, c7, c14, 1;    â¢ Clean and Invalidate cache line by MVA to PoC.    There is no Preload Engine equivalent for the second workaround option as it is not possible to configure the preload engine to perform a clean and invalidate operation. Therefore, if there are concerns that the DSB based workaround is insufficient, then it is advisable to not use the Preload Engine for cleaning memory regions. The preload engine can be configured such that it is not accessible at user/privilege and nonsecure/secure level of granularity.    For more information on Preload Engine configurability, see Cortex-A8 Technical Reference Manual.    	 :    No fix scheduled    	 Cortex-A8
