Criticality	Manufacturer	Chip	Linux_BSP_Status	Revisions Impacted	Workaround	Failure	Details	Fix Status	Core	Error Category
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  42  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  UART: In an RX Wake-up Mechanism, the First Received Character Can be Lost  	  None  	 1.27 ISS-SIMCOP: ISS-LSC Not Transparent After Prefetch Error Event  	  The prefetch error event (PREFETCH_ERROR) is triggered when the gain table is read too slowly from SDRAM. When this event is pending the module should go into transparent mode, meaning LSC should copy input pixels to output pixels (output=input). Actually, when the prefetch error event occurs the LSC  module outputs black pixels.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  43  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  Platform Hangs When CPU Tries To Configure The EMIF Firewall  www.ti.com  	  This is a known behavior and is dependant on the speed of response of the PRCM module to a wakeup.  The CTS wake-up mechanism should be preferred when it is possible.  	 1.28 UART: In an RX Wake-up Mechanism, the First Received Character Can be Lost  	  When an RX wake-up mechanism is used for the UART module, the first character received can be lost.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  44  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DDR PHY Must be Reset After Leaving OSWR  	  The workaround is to make sure that the other CPU is not doing external accesses through EMIF when a CPU is updating the EMIF firewall.  The issue does not occur with the other initiators because they do not share the bridge before the L3  interconnect.  	 1.29 Platform Hangs When CPU Tries To Configure The EMIF Firewall  	  The issue occurs during concurrent accesses of CPU0 and CPU1 as described below. If one CPU fetches code from external RAM while the other CPU requires the access to the EMIF firewall (configuring its register REGUPDATE_CONTROL), then both CPUs hang.  The issue occurs because when REGUPDATE_CONTROL.BUSY_REQ is activated, the interconnect  blocks the accesses. Because the two CPUs of the MPUSS use the same bridge before the L3  interconnect, this bridge is saturated if one CPU is accessing external RAM.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  45  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  Async Bridge Corruption  www.ti.com  	  If bus keeper mode is used, issue a PHY reset after leaving OSWR, set bit [10] to 1 at the following address (using read modify write to this register to keep other bits):  •  Assert PHY reset for EMIF1 @ x 4C00 0060  •  Assert PHY reset for EMIF2 @ x 4D00 0060  Because this resets the command line, this reset must be done when memory is in self-refresh mode.  	 1.30 DDR PHY Must be Reset After Leaving OSWR  	  If bus keeper mode is used (programmed through CONTROL_LPDDR2IO*_*.LPDDR2IO*_GR*_WD) after  leaving open switch retention, it is necessary to reset the DDR PHY. Otherwise the LPDDR2 memory cannot be accessed.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  46  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  USB HOST - Impossible To Attach a FS Device To An EHCI Port. Handoff To OHCI Is Not Functional 	  All the initiators connected through async bridge must ensure that data path is properly drained before issuing WFI. This condition is met if one strongly ordered access is performed to the target right before executing the WFI.  	 1.31 Async Bridge Corruption  	  If data is stalled inside an asynchronous bridge because of back pressure, it may be accepted multiple times, thus creating pointer misalignment that corrupts next transfers on that data path until the next reset of the system (no recovery procedure once the issue is hit, the path remains consistently broken).  The async bridge can be found on the path between MPU to L3 interconnect (to EMIF) and Cortex M3 to L3 interconnect (to EMIF).  In the OMAP4460 and OMAP4470 devices, direct path from MPU to EMIF (through memory adapter in  MPU-SS) is replacing MPU-to-DMM path, which was taking place in the OMAP4430. Hence, in an  OMAP4460 or OMAP4470 device, this bug is not impacting the direct path from MPU to EMIF (through memory adapter in MPU-SS).  This situation can happen only when the idle is initiated by a master request disconnection (which is trigged by software when executing WFI).  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  47  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  USB HOST EHCI - Port Resume Fails On Second Resume Iteration  www.ti.com  	  Only attach FS devices to OHCI ports, or use a HS hub to interface between EHCI ports and LS/FS/HS  devices.  	 1.32 USB HOST - Impossible To Attach a FS Device To An EHCI Port. Handoff To OHCI Is  Not Functional  	"  It is not possible to perform USB transactions with a FS device on port USB_B1/B2.  EHCI is able to detect the device, reset it and find that it is a FS device. SW will then hand off the port to OHCI by setting PORTSC[5]:PO (PORT OWNER) bit.  OHCI is able to detect the connection, but then cannot communicate with the device.  When the PHY switches to FsLsSerialMode, the ULPI DIR signal will go to 1 forever.  In HS mode, if DIR is 1, then the ULPI DATA switch to ""input only"" mode. This input only configuration is wrongly kept after switching to FsLsSerialMode, hence USB transactions cannot occur.  Attaching a FS device directly to an OHCI port is working fine.  "	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  48  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  System I2C hang due to miss of Bus Clear support  	  After setting the suspend bit, switch the internal clock supply from the external ULPI_CLK provided by the PHY to the internal 60 MHz clock.  This will allow the internal counter to reach 18. Then after 1ms, switch back to the external ULPI_CLK.  This switch can be done thanks to the CM_L3INIT_HSUSBHOST_CLKCTRL[25:24]:CLKSEL_UTMI_P1/2  bits.  During the application of the WA, the  CM_L3INIT_HSUSBHOST_CLKCTRL[9:8]OPTFCLKEN_UTMI_P1/2_CLK optional clocks need to be  enabled.  	 1.33 USB HOST EHCI - Port Resume Fails On Second Resume Iteration  	  When entering USB suspend mode, the EHCI will automatically ask the PHY to enter low power mode (PHY function control register bit suspendM is reset).  The PHY will then cut the ULPI_CLK after a minimum of 5 clock cycles.(no maximum specified).  On the other hand, the EHCI embeds a counter counting up to 18 before cutting the internal clock after suspend signal is asserted.  Since the PHY cuts the clock prematurely, the counter is not reaching 18. However, the first suspend and resume will work correctly.  At the second suspend sequence, since the counter has maintained the value (thanks to retention flops), the counter reaches 18 and cuts the clock internally.  As a consequence, the internal state machine does not transition to the correct state causing the next resume to fail.  Both host initiated resume and remote wakeup are impacted by this issue.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  49  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  HSI: Issues In Suspending and Resuming Communication (HSR and HST)  www.ti.com  	  I2C SW handler could be programmed to detect such a locked situation. In this case, it will check the Bus Busy bit and issue the needed clock pulses.  	 1.34 System I2C hang due to miss of Bus Clear support  	  There is no H/W mechanism preventing violating below I2C Bus clear standard requirement.  If the data line (SDA) is stuck LOW, the master should send 9 clock pulses. The device that held the bus LOW should release it sometime within those 9 clocks. If not, then use the HW reset or cycle power to clear the bus.  Sys_Warmreset doesn't reset the I2C IP at Phoenix level, it does at IC level.  Resetting the IP at Phoenix PMIC would avoid such situation, but this is partial answer as many other I2C  slave devices could be addressed during Warm reset without any sensitivity to this sys_warmreset pin.  No other reset source possible at Phoenix level to reset the I2C controller (only Cold Reset).  So, once the situation is reached, IC is seeing bus busy status bit.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  50  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  HSI: Issue with SW reset  	  If this is the HST initiative:  It is not possible to configure MODE_VAL bit to SLEEP with active data transfers because it has no impact.  The only way to suspend then resuming a HSI communication with HST is to disable then re-enables active TX FIFOs.  If this is the HSR initiative:  There is no way to suspend then resume the receiver without data loss.  	 1.35 HSI: Issues In Suspending and Resuming Communication (HSR and HST)  	  There are some fails while suspending then resuming on going HSI communication on both HST and HSR  initiatives.  If this is the HST initiative:  1. It is possible to suspend then resume communication by disabling then enabling active HST FIFOs through HST_MAPPINGf [0] ENABLE bit. Transmission stops as soon as TX FIFO is disabled  (ENABLE bit equal to 0x0) and resumes as soon as TX FIFO is re-enabled (ENABLE bit equal to 0x1).  2. It is not possible to suspend then resume safely by setting HST mode to SLEEP. Writing  HST_MODE_Pp[1:0] MODE_VAL = 0x0 (SLEEP) does not have any impact on transmission that  continues.  If it is the HSR initiative:  1. It is not possible to suspend then resume communication by disabling then enabling active HSR FIFOs through HSR_MAPPINGf [0] ENABLE bit. Disabling the RX FIFO does not stop the transmission (by  dropping the READY line). The data keeps being sent by HST and HSR simply discards it. By the way, no RX mapping error is generated. Transmission did not actually stop and frame is lost by HSR.  2. It is not possible to suspend then resume safely by setting HSR mode to SLEEP. Writing  HSR_MODE_Pp[1:0] MODE_VAL = 0x0 (SLEEP) stops any ongoing transfer unconditionally which  may result in loss of frame(s) once the transfer is resumed.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  51  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  DMA4 generates unexpected transaction on WR port  www.ti.com  	  Use the HW reset from the PRCM instead of the local SW reset.  	 1.36 HSI: Issue with SW reset  	  There is a bug in HSI IP;once the SW reset bit is set through the HSI_SYSCONFIG[1] SOFTRESET bit, the SW reset is not propagated well if there is an on-going reception.  If the reception never ends (synchronization loss, interrupted transmission from transmitter...), then this is a deadlock, the SW reset is not propagated and there is no OCP access possible.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  53  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  DMA4 channel fails to continue with descriptor load when Pause bit is cleared  www.ti.com  	  There is a software workaround to solve this issue  1. Work around to resolve both Data Integrity and Performance issue :  52  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DMA4 generates unexpected transaction on WR port  •  Dummy enable-disable for an aborted Channel. i.e. On abort, configure the channel as soft sync with No of frames = 0 and enable the channel by writing 0x1 into the ENABLE bitfield of register DMA4_CCRi. Wait for the Address Misaligment Interrupt. The channel is now ready for reuse.  •  Ensure that clean drain happens for a channel that is or is to be used as part of a channel chain.  i.e. ensure that the abort conditions never occur for this channel  •  If a channel gets aborted, do not reuse the channel in a chain  •  Don't use channel chaining  2. Work around to resolve the data integrity only.  Disable prefetch in all channels that are part of a channel chain  	 1.37 DMA4 generates unexpected transaction on WR port  	  The DMA4 channel generates an unexpected transaction on WR port under the following 2 scenarios :  •  Scenario 1  1. Software synchronization : Bit fields SYNCHRO_CONTROL and SYNCHRO_CONTROL_UPPER  are set to 0 in register DMA4_CCRi  Channel element number : Bit field CHANNEL_ELMNT_NBR is set to 0x9 in register DMA4_CENi  Channel frame number : Bit field CHANNEL_FRAME_NBR is set to 0x1 in register DMA4_CFNi  Element size : Bit field DATA_TYPE is set to 0x2 in register DMA4_CSDPi  Destination addressing mode : Bit field DST_AMODE is set to 0x1 in register DMA4_CCRi  Destination is packed : Bit field DST_PACKED is set to 0x1 in register DMA4_CSDPi  Destination endianism : Bit field DST_ENDIAN is set to 0x0 in register DMA4_CSDPi  Destination burst enable : Bit field DST_BURST_EN is set to 0x1 in register DMA4_CSDPi  Destination start address : Register DMA4_CDSAi is set to 0xabcd0000  Disable graphics operation : Bit fields CONSTANT_FILL_ENABLE and  TRANSPARENT_COPY_ENABLE are set to 0x0 in register DMA4_CCRi  The channel has got an ERR response on the WR port before the end of block transfer. The  channel has gone for clean abort and got disabled. The same channel has been configured with  soft-sync and included in the channel chaining (This channel is not the head of the chain). When this channel gets enabled through the link, the channel is writing the data out as soon as it fetches the data from Read side. It is expected that the channel should go with burst transfer, but it is going for single transfers  This results in a performance issue as DMA is executing single transfers instead of burst transfers.  This performance issue is also observed while using the channel with destination synchronization and prefetch enabled.  2. Destination sync with Prefetch enabled : Bit field SEL_SRC_DST_SYNC is set to 0x0 ; Bit fields SYNCRO_CONTROL_UPPER and SYNCRO_CONTROL should not be set to 0x0 ; Bit field  PREFETCH is set to 0x1 in register DMA4_CCRi The other settings remain same as in use case  #a described above  •  Scenario 2  The channel has got an ERR response on the WR port before the end of block transfer. The channel has gone for clean abort and got disabled. The same channel has been configured with destination-sync with prefetch enabled and included in the channel chaining (This channel is not the head of the chain). When this channel gets enabled through the link, the read port will start its transaction. If the HWR request to this channel comes before the channel gets its first response, the channel will start a WR transaction with byte enable 0. Also, the internal data counters get updated and the corresponding data will never come out of DMA4. The Data FIFO locations are also not recovered.  This results in a Data Integrity issue.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  54  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  CBUFF Ready Window Event in Write Mode  	  The software workaround is to configure DMA4 to be in no-standby or force-standby mode before clearing the PAUSE bit. The DMA4 can be reverted back to smart-standby mode after a certain period (after detecting DMA4_CSR[15:15] of corresponding channel to be 0 or ensuring DMA4_CCR[7:7] bit of  corresponding channel to be 0. This ensures descriptor load completion or channel termination.) 	 1.38 DMA4 channel fails to continue with descriptor load when Pause bit is cleared  	"  This Bug can occur only in a channel that is part of a channel chain. If channel chaining is not used, this bug is never seen.  An exact corner case sequence of events must occur. The sequence is:  •  The channel is enabled and then aborted*.  •  This same channel is now configured as part of a channel chain (it should not be the head of the channel chain).  •  The channel is configured as ""software synchronized"" or ""hardware synchronized at destination with prefetch enabled""  •  The channel gets enabled through linking.  * Following is the subset of abort conditions for this scenario:  •  The channel is disabled in the middle of transaction and channnel is not a drain candidate.  •  The channel gets a transaction error on write port but not at the end-of-block transaction.  •  The channel gets a read transaction error and is not a drain candidate.  "	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  55  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  CSI-2 Receiver Executes Software Reset Unconditionally  www.ti.com  	  The number of CBUFF windows to use in write mode for a given context is two windows.  	 1.39 CBUFF Ready Window Event in Write Mode  	  The next CBUFF ready window event (IRQ_CTXx_READY) is generated once CPU clears the CBUFF  ready (IRQ_CTXx_READY)and after the CPU writes in the current ended window (setting the  CBUFF_CTX_CTRL_i [10] DONE bit to 0x1).  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  56  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  USB Host TLL Bit-stuffing Feature Is Broken  	  Software must ensure that there is no ongoing traffic before performing a software reset. In particular, the CSI-2 receiver must be reset to resume normal operation after a CSI-2 FIFO overflow. There may be remaining data in the FIFO, and therefore ongoing traffic, when the software driver receives the overflow interrupt. To avoid creating a system hang, software must either:  •  Wait for several 1000s of L3 cycles before performing the software reset after an overflow or  •  Use the ISS level software reset  	 1.40 CSI-2 Receiver Executes Software Reset Unconditionally  	  Ongoing transactions may be interrupted when a software reset is performed while there is still active traffic generated by the CSI-2 receiver. Interruption of ongoing transactions typically leads to a general OMAP hang that can only be recovered by a device reset.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  57  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  ISP H3A Hangs Due to Unstable Vertical Sync Signal  www.ti.com  	  Disable TLL bit-stuffing on all enabled TLL channels: TLL_CHANNEL_CONF_i[11] ULPINOBITSTUFF = 1  and do not use at the same time one TLL port and one ULPI port or one HSIC port.  	 1.41 USB Host TLL Bit-stuffing Feature Is Broken  	  The TLL bit-stuffing emulation feature (enabled by default after reset in the TLL_CHANNEL_CONF_i[11]  ULPINOBITSTUFF bit) is broken. It must be disabled, that is, bit-stuffing must be disabled on all enabled TLL channels.  However, disabling bit-stuffing on a TLL channel induces an asymmetry in the number of transmitted bits between the TLL channel and the other ports (ULPI or HSIC), which may result in an underrun or overrun errors. This could be the case while transferring data pattern where bit-stuffing is heavily used, like a white image (full of 11111...).  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  58  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  GPIO IRQ Not Generated After MPU Idle if IRQSTATUS Bits Not Cleared  	  ISP full reset is necessary to exit from H3A hang state.  	 1.42 ISP H3A Hangs Due to Unstable Vertical Sync Signal  	  If unexpected VD, Start of frame signal, caused by noise comes before finishing the previous frame statistics, the H3A module hangs.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  59  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  DSI PLL Signal is Not available on Hardware Observability Pads  www.ti.com  	  Note: In the below paragraph, 'x' stands for 0 or 1 being the 1st interrupt to be handled, either MPU or DSP, 'y' refers to the other interrupt line.  Upon an interrupt reported through GPIO_IRQSTATUS_x, do the following:  •  Read out GPIO_IRQSTATUS_x => status_value_x  •  Write status_value_x to GPIO_IRQSTATUS_x (clear the enabled status bits)  •  Read out GPIO_IRQSTATUS_SET_y=> enable_value_y  •  Write status_value_x and NOT enable_value_y to GPIO_IRQSTATUS_y  By doing so, user clears the unused interrupt status bits for the other interrupt line.  An extension to this workaround is to clear GPIO_IRQSTATUS_y (all the bits) when the corresponding interrupt line (most of the time the DSP, that is, 2nd interrupt line) is not used, at each time GPIO_IRQSTATUS_x is cleared.  Note: Clearing GPIO_IRQSTATUS_0 (respectively 1) is done by writing 0xFFFFFFFF to this register. It will automatically clear GPIO_IRQSTATUS_RAW_0 (respectively 1) consequently.  	 1.43 GPIO IRQ Not Generated After MPU Idle if IRQSTATUS Bits Not Cleared  	  After the GPIO is configured in smart-idle (or smart-idle with wake-up) and the system goes into MPU  inactive mode (idle), the GPIO does not generate any IRQ again if any of the register bits of both interrupt line raw status registers (GPIO_IRQSTATUS_RAW_0 or GPIO_IRQSTATUS_RAW_1) is set. In the case  of a GPIO configured in smart-idle wake-up mode (GPIO_SYSCONFIG[4:3]=0x3), the wake-up associated to the GPIO IRQ event will not even occur.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  60  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Blending Calculation Error When Premultiply Alpha is Used  	  No workaround is available.  	 1.44 DSI PLL Signal is Not available on Hardware Observability Pads  	  When DSI PLL is under locking, SYS_CLK can be observed on the hardware observability but once PLL  is locked the hardware observability signal does not change and still show SYS_CLOCK. DSI PLL is not available on hardware observability.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  61  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  HS USB: Multiple OFF Mode Transitions Introduce Corruption  www.ti.com  	  No workaround is available.  	 1.45 Blending Calculation Error When Premultiply Alpha is Used  	  The equation for layer blending when upper layer is a premultiplied with a global alpha:  LYR(result) = A(global) * LYR(upper) + (1 -“ (A(global) * A(pixel))) * LYR(lower)  Where:  •  A(global) is alpha of upper layer  •  A(pixel) is pixel alpha of upper layer  •  (1 -“ (A(global) * A(pixel))) is the first complement of A(global * A(pixel))  •  When A(global) = 0  P(result) should be P(lower). Calculation leads to 0xff * P(lower) which can have 1-bit error if P(lower)  > (full range)/2 (0x80 for 8-bit)  •  When A(global) = 0xff  P(result) should be P(upper). Calculation leads to 0xff * P(upper) + (1-A(pixel)) * P(lower)  For example, 8-bit multiplication-with-rounding leading to 1-bit error in case Operand > (full range) / 2.  0x8c * 0xff = 0x8B74 final resulting after rounding is 0x8B instead of 0x8C.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	"  OMAP4470  1.0  Impacted  62  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DSS Block in ""Idle Transition"" State when using RFBI I/F  "	  The workaround is to only perform the SAR-save of the USB registers if the USB bus has been resumed since the last wakeup from OFF mode.  If the USB has been left untouched in-between the previous wakeup from OFF, and the next OFF mode entry, then do not perform the USB registers SAR-save. (However the regular SAR-save is still needed for PRCM and other registers. Just skip the USB part)  By doing so, the SAR-restore process is always restoring valid data.  	 1.46 HS USB: Multiple OFF Mode Transitions Introduce Corruption  	  When the system enters off mode, the save-and-restore (SAR) process comes into play. During the save sequence, the USB host content must be saved (even if the module was not in use). The saved content is automatically restored upon the next wakeup from off mode.  When the save of the USB context occurs, an extra pulse of UTMI_root clock coming from USB DPLL is entering the IP, and generates a minor corruption. This corrupted context is saved and restored later.  Upon each save thereafter, the corrupted context is corrupted further. This is a cumulative process. At least three consecutive saves (with no wakeup of USB in-between) are needed for introducing a fatal corruption.  This corruption will impact the next use of the USB module: it could be while resuming a suspended device, or it could be upon the enumeration of a new device. The exact failure is not predictable: disconnection or stalls have been observed.  TLL and external PHY modes are impacted.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  63  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  Deadlock Between SmartReflex™ and Voltage Processor  www.ti.com  	  After transfer of image completes, set the RFBI mode into bypass mode by setting the  DISPC_CONTROL1[16] GPOUT1 and DISPC_CONTROL1[15] GPOUT0 bits to 0x1.  	" 1.47 DSS Block in ""Idle Transition"" State when using RFBI I/F  "	  DISPC and RFBI are configured in smart-idle mode. After sending an image to the panel through the RFBI interface, the DISPC end-of-frame interrupt and RFBI end of transfer occur. After software sets the DSS in off state but no off state is not reached, DSS CM stays in idle transition, CM_DSS_DSS_CLKCTRL[17:16]  IDLEST = 0x1 because RFBI is not acknowledging idle request.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  64  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Refresh Rate Issue After Warm Reset  	  SmartReflex must be disabled before a software-controlled warm reset.  For other warm resets, the issue cannot be avoided, but during reboot the following sequence can be performed to recover:  •  Initiate a Force Update and check TRANXDONE interrupt success (optional). If it is not successful then:  •  Initiate a software global cold reset.  	 1.48 Deadlock Between SmartReflex™ and Voltage Processor  	  A protocol violation between SmartReflex and voltage processor can happen when a global warm reset occurs during a transaction. Consequences are:  •  VP_xx_TRANXDONE_ST interrupt from the PRCM is no longer generated when a force update  voltage from VP is performed.  •  SmartReflex does not request voltage change anymore.  SmartReflex and voltage processor have a handshake protocol. SmartReflex indicates to voltage  processor when voltage update is valid. Voltage processor acknowledges this request. Protocol violation appears when warm reset is asserted before acknowledge. This is because SmartReflex is warm reset-sensitive while voltage processor is cold reset-sensitive.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  65  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  System May Hang During EMIF Frequency Change  www.ti.com  	  The workaround is to force self-refresh when coming back from the warm reset with the following sequence:  •  Set EMIF_PWR_MGMT_CTRL[10:8] REG_LP_MODE to 0x2  •  Set EMIF_PWR_MGMT_CTRL[7:4] REG_SR_TIM to 0x0  •  Do a dummy read (loads automatically new value of sr_tim)  This will reduce the risk of memory content corruption, but memory content can't be guaranteed after a warm reset.  When OMAP is back to active mode with correct OPP configuration, EMIF registers need to be re-  program according to the OPP and respect workaround for i735 bug.  	 1.49 Refresh Rate Issue After Warm Reset  	  The refresh rate is programmed in the EMIF_SDRAM_REF_CTRL[15:0] REG_REFRESH_RATE  parameter taking into account frequency of the device.  When a warm reset is applied on the system, the OMAP processor restarts with another frequency and so the frequency is not the same. Due to this frequency change, the refresh rate will be too low and could result in an unexpected behavior on the memory side.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  66  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  DDR Access Hang After Warm Reset  	  To avoid the occurrence of the three events, the workaround is to disable the self-refresh when requesting a frequency change.  Before requesting a frequency change the software must program EMIF_PWR_MGMT_CTRL[10:8]  REG_LP_MODE to 0x0.  When the frequency change has been done, the software can reprogram EMIF_PWR_MGMT_CTRL[10:8]  REG_LP_MODE to 0x2.  	 1.50 System May Hang During EMIF Frequency Change  	  When the EMIF_PWR_MGMT_CTRL[10:8] REG_LP_MODE bit field is set to 0x2, self-refresh mode is  activated. In that case, EMIF puts the SDRAM into self-refresh mode if no access is performed during EMIF_PWR_MGMT_CTRL[7:4] REG_SR_TIM number of DDR clock cycles.  If during a small window the following three events occur:  •  The EMIF_PWR_MGMT_CTRL[7:4] REG_SR_TIM counter expires  •  And frequency update is requested (CM_SHADOW_FREQ_CONFIG1[0] FREQ_UPDATE set to 1)  •  And OCP access is requested  Then it causes unstable clock on the DDR interface.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  67  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  DSS Configuration Registers Access Through the L4 Interconnect  www.ti.com  	  In case of software warm reset, software can check that no frequency change is ongoing before initiating the warm reset.  In case of watchdog timer reset, there is no workaround to recover, a cold reset is needed.  	 1.51 DDR Access Hang After Warm Reset  	  When the EMIF is going in IDLE state and the following three events occur:  •  Frequency update is requested (CM_SHADOW_FREQ_CONFIG1[0] FREQ_UPDATE set to 1).  •  And a warm reset occurs.  •  And a system access is requested.  Then the EMIF will not properly reset internal FIFO. The EMIF may answer to the request when returning from reset not expected by the system; it creates protocol error or data corruption.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  68  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  LCD1 Gamma Correction Is Not Working When GFX Pipe Is Disabled  	  DSS register access should be addressed through the L3 interconnect.  	 1.52 DSS Configuration Registers Access Through the L4 Interconnect  	  Due to wrong timings, all register accesses transitioning through the L4 interconnect toward DSS are not reliable.  DSS registers access done through the L4 interconnect are not supported  	 	Cortex A-9	Bugs
