Workaround	Failure	Errata ID	Core	Masks Affected	Revisions Impacted	Chip	Fix Status	Details	Module	Criticality	Manufacturer
  The CPUINTn hardware interrupts can support both pulse and level interrupts so  CHIPINTn interrupts should be mapped directly to CPUINTn hardware interrupts.  Furthermore, if the ECM is used for other system interrupts, the CHIPINTn interrupts should be masked out in the EVTMASKn registers.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  13  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	 3.0.14  A Single CHIPINTn Interrupt Event Will Register Multiple Times in the DSP Event  Combiner Module (ECM)  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   The C674x DSP megamodule supports twelve maskable hardware interrupt signals  (CPUINT4 through CPUINT15). Single system interrupts may be mapped directly to a  CPUINTn hardware interrupt, or multiple system interrupts may be combined by the  ECM into a single signal before mapping to a CPUINTn interrupt. See SPRUFK5 -  TMS320C674x DSP Megamodule Reference Guide for more information on how DSP  interrupts are handled.  The ECM expects all incoming interrupts to be pulse interrupts, however the  [SYSCFG_CHIPSIG_]CHIPINTn interrupts are level interrupts. This mismatch in interrupt types will cause a single CHIPINTn interrupt event to register multiple times in the ECM.  	 	 	TI
  The reset timing violation can be avoided by providing the modified soft reset activation sequence outlined below:  1. Enable the USB controller module clock  2. Perform a soft USB reset  3. Wait for the USB soft reset bit to clear  4. Disable the USB controller module clock  5. Configure the USB PHY parameters  6. Enable the PHY  7. Enable the USB controller module clock  14  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications 	 3.0.15   Potential USB2.0 Soft Reset Timing Violation  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   When a soft reset is invoked by setting the RESET bit of the USB CTRLR register (  CTRLR[RESET] = 1 ), the internal reset timing requirements may be violated. Although this timing violation has not been observed in practice, the potential for a timing violation exists.  USB resets initiated by system-reset and power-on-reset are immune from the timing  violation.  There is no plan to fix this issue in future silicon revisions because:  1. No functional problems have been observed to date  2. A software workaround has been developed to avoid the problem  	 	 	TI
  The desired value (even if it is the default value) should be written to the VSR prior to using the interrupt controller.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  15  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	 3.0.17  ARM Interrupt Controller Vector Size Register (VSR) Initialization  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   The VSR register in the ARM Interrupt Controller (AINTC) is not correctly initialized after reset. If this register is not explicitly configured, the AINTC will only allocate 1 byte per interrupt (instead of 4).  	 	 	TI
      Method 1   Do not execute the intended interrupt service routine code if the associated CHIPSIGn status flag is not set in the SYSCFG_CHIPSIG register. A cleared CHIPSIGn status flag indicates that the device is responding to a false interrupt. This method is easy to implement, but does not eliminate false interrupts.  /** Pseudo code only **/  void CHIPINT0_ISR(void) {  /* Exit immediately if CHIPSIG0 is not set */  if( (SYSCFG->CHIPSIG & 0x1) == 0 ) {  return;  }  /* Intended service routine code */  SYSCFG->CHIPSIG_CLR = 0x1;  printf(“Hello World!\n”);  }      Method 2   Do not clear the AINTC CHIPINTn status flag until the CHIPSIGn status has been  cleared. This method will eliminate false interrupts, but requires changes to the AINTC  interrupt dispatch code. Changing the dispatch code may introduce undesired behavior in the application.  /** Pseudo code only **/  /* Sequence that is susceptible to false CHIPINTn interrupts */  void AINTC_ISR_DISPATCH_1(void) {  Get_Interrupt_Information();  /* CHIPINTn interrupts continue to be generated after */  /* AINTC CHIPINTn flag is cleared.  */  Clear_AINTC_Interrupt_Flag();  /* CHIPINTn interrupts are only stopped after ISR clears */  /* the status flag.  */  Branch_To_ISR();  }  16  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications  /* Sequence that is not susceptible to false CHIPINTn interrupts */  void AINTC_ISR_DISPATCH_2(void) {  Get_Interrupt_Information();  /* ISR will clear CHIPSIGn flag and discontinue CHIPINTn */  /* interrupts to AINTC.  */  Branch_To_ISR();  /* Ok to clear AINTC CHIPINTn flag now.  */  Clear_AINTC_Interrupt_Flag();  }  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  17  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	 3.0.18   A Single CHIPINTn Interrupt Event Can Register Multiple Times in the AINTC  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   Interrupts destined for the ARM CPU are managed by the ARM Interrupt Controller  (AINTC). The AINTC detects, combines, and routes system interrupts to the two native ARM interrupt signals FIQ and IRQ. See the device Technical Reference Manual  SPRUH92 for additional information about the AINTC.  The AINTC module expects all incoming interrupts to be pulse interrupts, however the  [SYSCFG_CHIPSIG_]CHIPINTn interrupts are level interrupts. This mismatch in interrupt types will cause a single CHIPINTn interrupt event to register as multiple interrupt pulses in the AINTC. However, the AINTC does not have the capacity to count the number of  interrupt pulses received per system interrupt – it only maintains interrupt flags. A system interrupt is flagged as active until its status is cleared by the user through the AINTC, regardless of the number of interrupts detected.  If the status flag for AINTC CHIPINTn is cleared while the CHIPINTn interrupt is still active, the AINTC will continue to detect CHIPINTn interrupts and its status flag will be set again. This additional setting of the AINTC CHIPINTn status flag is false.  	 	 	TI
  Perform one of the following:  •  For the location of code where saturation results are monitored, do not mix datatypes so that 2 cycle and 4 cycle .M unit instructions are not issued together.  •  Do not mix floating point .M unit instruction with fixed point 2 cycle .M unit  instructions.  18  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications 	 3.0.19   Incorrect Masking of the C674x CSR:SAT Bit  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   The C674x CPU supports a Saturation feature for key arithmetic operations. If an  operation results in saturation, the SAT (saturation) bit in the control status register (CSR) is set. In normal operation, one or more functional units can simultaneously  perform arithmetic operations that can result in saturation. In the case of simultaneous arithmetic operations, the SAT bit is set if at least one functional unit’s operation results in saturation. The saturation status register (SSR) provides saturation flags for each functional unit, making it possible for the program to distinguish between saturations caused by different instructions in the same execute packet. Also, there is no direct connection to the SAT bit in the control status register (CSR); writes to the SAT bit have no effect on SSR and writes to SSR have no effect on the SAT bit.  In the case where a 2 cycle .M unit instruction is in the delay slot of a 4 cycle instruction of the same .M unit, and if both instructions are expected to generate results in the same cycle, the CSR:SAT bit will be incorrectly masked. Ideally, the CSR:SAT bit should be set if any one of the two .M unit instruction causes a saturation. Instead, the arithmetic saturation result of the 2 cycle .M unit instruction will overwrite the CSR:SAT bit.  All of the following must take place in order for an application to be affected by this advisory:  1. A 2 cycle .M unit instruction and a 4 cycle .M unit instruction are issued  simultaneously  2. Both instructions are processed on the same side  3. The 2 cycle instruction is in the delay slot of the 4 cycle instruction so that the results of both instructions are generated in the same cycle  4. The saturation result of the 4 cycle .M unit instruction is different from the saturation result of the 2 cycle .M unit instruction  5. The application checks for the saturation flag and uses the saturation result of the 4  cycle instruction  	 	 	TI
  Method 1: Do not perform two CPU read operations in the same clock cycle. For C  code, use compiler flag (--c64p_dma_l1d_workaround) available in the C6000  Compiler (CodeGen) Tools version 7.0.2 and later. For assembly code, the --  c64p_dma_l1d_workaround flag will only issue a warning.  Method 2: In cases where buffer access will not be shared between CPU and SDMA, unintended CPU/SDMA cache-line sharing can be avoided by aligning CPU and SDMA  buffers to 64-byte boundaries. Aligning buffers to 64-byte boundaries will result in wasted space, however it ensures that the CPU and SDMA buffers will not have partial  segments which overlap into the same L1D cache line.  /** Pseudo code only **/  Uint8 *SDMA_BUFF, *CPU_BUFF;  /* 64-byte aligned allocation Option 1 */  SDMA_BUFF = malloc( (Int32) (( SDMA_BUFF_SIZE + 63)/64) * 64 );  CPU_BUFF = malloc( (Int32) ((CPU_BUFF_SIZE + 63)/64) * 64 );  SDMA_BUFF = (Uint8 *) ( (Int32) SDMA_BUFF & ~63 );  CPU_BUFF = (Uint8 *) ( (Int32) CPU_BUFF & ~63 );  /* 64-byte aligned allocation Option 2 with BIOS Call */  SDMA_BUFF = MEM_alloc( IRAM, SDMA_BUFF_SIZE, 64 );  CPU_BUFF = MEM_alloc( IRAM, CPU_BUFF_SIZE, 64 );  20  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications Method 3 Manage access to a 64-byte boundary aligned buffer that is shared between CPU and SDMA by implementing a semaphore and forcing cache writeback operations if  there are CPU writes. With this method, the semaphore ensures that there is clear  ownership of the buffer between CPU and SDMA, and the CPU manages cache  coherence by using explicit cache writeback operations.  /** Pseudo code only **/  /* Example with EDMA as the external master */  EDMA_ISR() {  /* EDMA releases ownership of buffer */  SEM_post(SyncSemaphore);  return;  }  main() {  while(COND) {  /* CPU waits for ownership of buffer */  SEM_pend(SyncSemaphore);  /**********************/  /*** CPU Processing ***/  /**********************/  /* Cache writeback for shared block */  /* Buffer must be 64-byte aligned */  BCACHE_wbInv( blockPtr, blockSize, WAIT );  /* Initiate EDMA */  EDMA_Event_Generate();  }  }  Method 4 Do not allow SDMA to access L2 RAM. SDMA can use buffers in L1D RAM or Shared RAM instead of L2 RAM.  Method 5 Configure the entire L2 RAM as cache. Critical peripheral data can be accessed in L1D RAM or Shared RAM instead of L2 RAM.  Method 6 Configure the entire L2 RAM as normal SRAM (no cache).  Method 7 Configure the entire L1D RAM as normal SRAM (no cache).  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  21  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	 3.0.21  SDMA Activity Can Corrupt L1D When L2 Is Configured as Mixed/C ache/SRAM  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   Note: SDMA refers to all non-CPU requests to the EMC SDMA (Slave Direct Memory Access) port (see Figure 3). SDMA requests are defined as external system bus master requests handled via this port.  The C674x Megamodule uses a two-way set associative cache for L1D. This means that  every physical memory location in the system has two possible set/way locations in the cache where it can reside. See TMS320C674x DSP Megamodule Reference Guide  (Literature Number SPRUFK5) for more information on the L1D cache architecture and  related terminology. Updated (dirty) values in L1D cache are not written back to external memory until cache activity evicts a cache-line (victim write-back) or a write-back is requested by software.  An L1D cache-line corruption event occurs when all of the conditions in the following steps are met (see Figure 3):  1. L1D cache Lines 1, 2, and 3 have the following characteristics:  •  Line 1 is associated with L2 SRAM (Line A in Figure 3), was previously read by  CPU, and is clean. (CPU has not updated the data.)  •  Line 2 is associated with L2 SRAM (Line B in Figure 3), was previously read by  CPU, and is clean. (CPU has not updated the data.)  •  Line 3 was previously read by the CPU and may be either clean or dirty.  2. SDMA receives updated data for L2 SRAM Lines A and B, which correspond to L1D  cache Lines 1 and 2.  3. A snoop write operation is initiated by the L2 to overwrite the L1D cache Lines 1 and 2 with updated L2 SRAM Lines A and B. Before the snoop write operation finishes,  the CPU performs two reads within the same clock cycle:  •  Line E in L2 cache is read as a cache hit. Line E is destined to replace Line 2 in  L1D Cache, which also has a snoop write pending for the updated Line B  content.  •  Line D in L2 SRAM is read. Line D will replace Line 3 in L1D cache.  4. When the snoop write operation completes, Line 2 in L1D cache now contains the  updated L2 SRAM Line B data instead of the L2 cache Line E data.  The correct behavior would have been to kill the pending snoop write initiated to update L1D cache Line 2 with the updated L2 SRAM Line B data in Step 3. The L1D cache  should have evicted Line B and replaced it with Line E data. Instead, the snoop write operation continues and does not complete until after the L1D cache Line 2 has already been replaced with L2 cache Line E data. The snoop write instruction overwrites the L1D  cache Line 2 (containing L2 cache Line E data) with the updated L2 SRAM Line B data.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  19  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  Time Line  System View      Line A   Line E and Line B Map to  STEP 1  STEP 2  STEP 3  STEP 4  same L1D Cache line.  Line A  B  C674x subsystem  Line A  C  C6xCPU  Read Line D  L2  Line A  D  Activity  Read Line E  C6X CPU  Controller  L2 SRAM  SDMA  Write Line A Snoop Write  Line A  E  Activity  Write Line B  Initiated  L1D  EMC  L2 CACHE      L1D Cache   Clean Line A Clean Line A  IN FLUX  Clean Line A  Controller  SDMA PORT      Line 1   (New Data)      L1D Cache   Clean Line B Clean Line B  IN FLUX  CORRUPT  EMAC      Line 2   Line E replaces Line B due  Line      Line 1 A   [A]  PRU      L1D Cache   Clean/Dirty  Clean/Dirty  IN FLUX  Clean Line D  to CPU read.  Line 3  Line C  Line C  Line      Line 2 A   [B/E] Delayed snoop wrtie to Line  EDMA  SYSTEMMASTERS  Line      Line 3 A   [C/D] B corrupts Line E in L1D$  L1D  Corruption happens  CACHE  UHPI  because of this state      EXTERNAL   Figure 3. Example of L1D Cache Corruption  	 	 	TI
  None  22  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications 	 3.0.22   USB 2.0 On-The-Go (OTG) Session Request Protocol (SRP) Is Not Supported  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   The USB 2.0 On-The-Go (OTG) Session Request Protocol (SRP) allows a USB-  peripheral to request the USB-host to enable Vbus and start a session. On this device, the SRP protocol is not supported.  The OTG Host Negotiation Protocol (HNP), which allows USB-devices to swap roles  between host and peripheral, is supported.  	 	 	TI
  When a break in transmission is detected, USB0 traffic can be recovered by a software reset of the USB0 PHY. A PHY reset implies recalibration of the PHY PLL at the reset temperature. The system has not been observed to reliably recover on its own. A PHY  reset also implies re-enumeration of all devices. There is no way to recalibrate the USB0  PHY without a re-enumeration.  In order to invoke the recovery mechanism (that is a USB0 PHY reset) one needs to  determine when the issue is present. One such approach is to look for an absence of  USB0 Core interrupts over a specified time window. This window should be optimized for the expected USB traffic based upon the application.  As an additional safeguard, an application can also intentionally schedule pre-  determined USB PHY resets at specific temperature points if operation over a broad  range is expected.  Here is an example of one way to power cycle the USB0 PHY via the Chip Configuration 2 Register in the System Configuration (SYSCFG) Module:  #define CFGCHIP2  *((volatile unsigned int *) 0x01C14184)  #define USBPHY_PHYPDWN 0x00000200  Void phy_reset(void) {  CFGCHIP2 |= USBPHY_PHYPDWN;  /* Power down the USB PHY */  mdelay(1);  /* Wait 500ms */  CFGCHIP2 &= ~USBPHY_PHYPDWN;  /* Power up the USB PHY */  }  24  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications 	 3.0.24  USB0 PLL Mean Frequency Can Drift Across Large Temperature Swings  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   Under conditions in which the device is subjected to large variations in operating  temperatures, the USB0 PLL temperature compensation circuitry does not have enough  margin to guarantee compensation for PLL drift across all temperature ranges.  As a result, the mean frequency generated by the USB0 (USB 2.0 OTG) PHY PLL will  begin to drift (relative to the expected 480 Mbps) when the temperature of the device is subjected to large swing from the original temperature in which the USB0 PHY was most recently calibrated (initialized).  Once the onset of the PLL drift occurs, the mean frequency will continue to drift outside the expected frequency eventually resulting in failure of USB packet reception and/or transmission. This break in transmission will continue until the USB0 PHY is recalibrated during a USB0 PHY Reset.  If the device is not exposed to large variations in temperature relative to the temperature at which the USB0 PHY was most recently initialized, the temperature compensation  circuitry is expected to provide the proper compensation to prevent the mean PLL  frequency from losing lock and beginning to drift.  More specifically, this advisory is most applicable in applications where the device is expected to operate outside the commercial temperature space (0˚C-90˚C). TI has  identified a point-to-point device temperature range of 0˚C-65˚C in which there is very high confidence in which the compensation circuitry will properly compensate for all variations in temperature provided that the USB0 PHY was most recently initialized  (calibrated) within this same temperature range.  Operating outside the 0˚C-65˚C temperature range increases the susceptibility of the device to experience PLL drift, but does not mean that the application will always  experience a failure in USB transmission.      Root Cause   The Voltage Controlled Oscillator (VCO) Compensation circuitry local to the USB0 PHY  was not designed with a large enough range to compensate for all variations in  temperature across the specified operating range of the device.  How to Most Easily Reproduce the Issue: Reproduction of this issue can most easily be accomplished by the following steps:  1. Allowing the unit to soak in an ambient temperature of -35˚C until the device  temperature reaches approximately the same temperature.  2. Power up the device and provide the necessarily software programming in order to  invoke the USB Signal Quality Test Pattern.  3. Using a USB 2.0 Certified Test Platform, execute the USB signal quality test  procedure across the following temperature set points. -35˚C, 0˚C, +35˚C, +70˚C.  Record the measured mean frequency by the compliance software.  NOTE:  The set points can be varied to obtain finer temperature resolution of  when the PLL begins to drift a per platform basis. The above temperature  profile is provided for reference.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  23  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  	 	 	TI
  Initialize the datalength descriptor field to zero. CPPI DMA updates this field after the completion of an RX DMA operation with the actual number of bytes received. In the ISR  (actually in a deferred call context), poll this field until it becomes a non-zero value to ensure data buffer has been updated with actual data. The descriptor buffer write is posted after the data buffer write, so waiting for the descriptor field to be updated ensures the data buffer has been updated. Since this workaround involves deferred  procedure calls (whose schedule can be delayed depending on OS load), the latency  sensitive application (like ISO Audio) might be affected by delay in notification to the application.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  25  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      	 3.0.25  USB0: CPU gets Stale Receive Data from the Data Buffer located in External      Memory   	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   When CPPI DMA completes a receive data transaction it posts a write to the Rx data  buffer located in external memory, posts a write to update the descriptor located in external memory, and raises an interrupt to CPU. When the system load is high, the  posted writes to DDR may not be complete before the CPU receives the interrupt. In this case, the CPU would fetch stale receive data from the Rx data buffer located in external memory.  	 	 	TI
  The workaround involves monitoring transfer data size before and after transferring and reconfiguring data transfer size by software if the before and after size is different.  Software must keep tracking every endpoint data transferring size. When DMA  completion interrupt is received, software checks size difference. If the size is not equal, software requests the remaining data.  26  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   3.0 Usage Notes and Known Design Exceptions to Functional Specifications 	 3.0.26   USB0: Early DMA Completion in DMA Receive Mode and More Than One Endpoint      is Transferring Data   	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   The erroneous short packet status can be detected on current endpoint and XDMA  closes the Rx transfer in current endpoint. When more than one endpoint have been  processed, if one of the endpoints has a short packet, then the short packet status is broadcasting to all endpoints.  This results in premature completion of a Rx descriptor in generic RNDIS CPPI DMA  mode.  	 	 	TI
  Software should make sure that DMA does not get to an unknown state during teardown  by disabling the DMAEN bit in the RXCSR register. After this the teardown procedure  can be initiated. Software should also add 250 ms delay during teardown.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  27  Submit Documentation Feedback   2.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com      3   Silicon Revision 2.1 Usage Notes and Known Design Exceptions to Functional      Specifications   This section describes the usage notes and advisories that apply to silicon revision 2.1 of the OMAP-L137.      3.1   Usage Notes for Silicon Revision 2.1  Usage notes highlight and describe particular situations where the device's behavior may not match presumed or documented behavior. This may include behaviors that affect device performance or functional correctness. These usage notes will be incorporated into future documentation updates for the device (such as the device-specific data sheet), and the behaviors they describe will not be altered in future silicon revisions.  Silicon revision 2.1 applicable usage notes have been found on a later silicon revision. For more details, see Section 2.1 Usage Notes for Silicon Revision 3.0.      3.2   Silicon Revision 2.1 Known Design Exceptions to Functional Specifications  Silicon revision 2.1 applicable advisories have been found on a later silicon revision. For more details, see Section 2.2 Silicon Revision 3.0 Known Design Exceptions to Functional Specifications Table 3. Silicon Revision 2.1 Advisory List  Title ................................      Page   	 3.0.27  USB0: DMA Hung up in Frequent Teardowns  	 	ARM9	 	  3.0 and earlier      	OMAP-L137	 	   Teardown receive DMA is not working perfectly. This happens when a teardown is  initiated by software during the endpoint is still active. Frequent teardown results in XDMA hung up situation.  	 	 	TI
"  The following methods should be used to prolong the lifetime of the device.      METHOD 1   The 3.3 V output signals should only toggle when required for system functionality. The options are to tristate output buffers when not in use, or to run at the minimum frequency required for the specific application.      METHOD 2   Reduce the I/O voltage, DVDD.  Note: Do not reduce I/O voltage on devices already deployed or showing premature aging effects. To see the effects of premature aging on output signals, See the IO Buffer Premature Aging Assessment Wiki page.  Examples of Representative Lifetimes (Power-On Hours) depicts the subsequent  performance improvements by reducing the I/O voltage.  SPRZ291I – October 2008 – Revised June 2014  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  29  Submit Documentation Feedback   2.1 Usage Notes and Known Design Exceptions to Functional Specifications www.ti.com  Examples of Representative Lifetimes (Power-On Hours)      NOMINAL   I/O  LIFETIME ESTIMATES (YEARS)  FAIL  DVDD      SWITCHING   DPPM(1)      RATE   HOURS (HRS) PER DAY OF USE  PERIPHERAL  VOLTAGE  FREQUENCY      ESTIMATE   (%)  (V)  (MHz)  2 HRS  3 HRS  7 HRS  12 HRS      24 HRS   1000   0.1  > 15  > 15  7.7  4.5  2.2  3.15  133  2500  0.25  > 15  > 15  > 15  8.8  4.4  EMIFB  5000  0.5  > 15  > 15  > 15  12.9  6.4  1000  0.1  > 15  > 15  > 15  > 15  > 15  3.15  16.94  2500  0.25  > 15  > 15  > 15  > 15  > 15  McASP  5000  0.5  > 15  > 15  > 15  > 15  > 15  (1)  Defective parts per million.  The Recommended Operating Conditions range for DVDD Supply Voltage, I/O, 3.3V,  has been expanded to allow for a minimum voltage of 3.0V for Silicon Revision 2.1  and 2.0 parts with the ""3V"" marking only (for more details on the die symbolization and device revision codes, see Section 1.2, Package Symbolization and Revision  Identification).  Recommended Operating Conditions  MIN  NOM  MAX      UNIT   DVDD   Supply voltage, I/O, 3.3V      3.0   3.3  3.45  V  The Absolute Maximum Ratings requirement for the Input voltage ranges, V I/O, 3.3V  I  (Steady State) has been modified.  Absolute Maximum Ratings Over Operating Case Temperature Range  V I/O, 3.3V  I  Input voltage ranges  –0.3V to DVDD + 0.350V  (Steady State)  See the IO Buffer Premature Aging Assessment Wiki page for more details on the  implementation of the above workarounds.  30  OMAP-L137 Silicon Revisions 3.0, 2.1, 2.0, 1.1, and 1.0  SPRZ291I – October 2008 – Revised June 2014  Submit Documentation Feedback   2.0 Usage Notes and Known Design Exceptions to Functional Specifications 4  Silicon Revision 2.0 Usage Notes and Known Design Exceptions to Functional      Specifications   This section describes the usage notes and advisories that apply to silicon revision 2.0 of the OMAP-L137.      4.1   Usage Notes for Silicon Revision 2.0  Usage notes highlight and describe particular situations where the device's behavior may not match presumed or documented behavior. This may include behaviors that affect device performance or functional correctness. These usage notes will be incorporated into future documentation updates for the device (such as the device-specific data sheet), and the behaviors they describe will not be altered in future silicon revisions.  Silicon revision 2.0 applicable usage notes have been found on a later silicon revision. For more details, see Section 2.1 Usage Notes for Silicon Revision 3.0.      4.2   Silicon Revision 2.0 Known Design Exceptions to Functional Specifications  Some silicon revision 2.0 applicable advisories have been found on a later silicon revision. For more details, see  •  Section 2.2, Silicon Revision 3.0 Known Design Exceptions to Functional Specifications  •  Section 3.2, Silicon Revision 2.1 Known Design Exceptions to Functional Specifications Table 4. Silicon Revision 2.0 Advisory List  Title ................................      Page   "	 2.1.23  Digital I/O Buffers Age Prematurely  	 	ARM9	 	  2.1 and earlier      	OMAP-L137	 	   The 3.3 V digital I/O buffers on the device exhibit accelerated aging under use conditions with heavy switching activity. As a result, the recommended Power-On Hours (POH)  listed in the device-specific data manual may not apply in all cases. For examples of representative lifetimes, see Examples of Representative Lifetimes (Power-On Hours) .  In a typical use case, the EMIFB clock pin (EMB_CLK) may be impacted due to the high switching rate and may eventually lead to SDRAM-related failures.  NOTE: The information in Examples of Representative Lifetimes (Power-On Hours) and Examples of Representative Lifetimes (Power-On Hours) is provided solely for user  convenience and does not extend or modify the warranty provided under any terms and conditions, including TI’s Standard Terms and Conditions of Sale for Semiconductor  Products.  Examples of Representative Lifetimes (Power-On Hours)      NOMINAL   I/O  LIFETIME ESTIMATES (YEARS)  FAIL  DVDD      SWITCHING   DPPM(1)      RATE   HOURS (HRS) PER DAY OF USE  PERIPHERAL  VOLTAGE  FREQUENCY      ESTIMATE   (%)  (V)  (MHz)  2 HRS  3 HRS  7 HRS  12 HRS      24 HRS   1000   0.1  8.9  5.9  2.5  1.5  0.7  3.30  133  2500  0.25  >15  11.7  5.0  2.9  1.5  EMIFB  5000  0.5  > 15  > 15  7.3  4.3  2.1  1000  0.1  > 15  > 15  > 15  11.6  5.8  3.30  16.94  2500  0.25  > 15  > 15  > 15  > 15  11.5  McASP  5000  0.5  > 15  > 15  > 15  > 15  > 15  (1)  Defective parts per million.  Accelerated aging of buffers depends on I/O switching frequency and I/O voltage.  Prolonged high frequency switching and operating at higher voltages causes buffer  performance to degrade more rapidly.  	 	 	TI
